180, 34.621
190, 34.656
200, 34.68
210, 34.688
220, 34.695
230, 34.703
240, 34.699
250, 34.723
260, 34.73
270, 34.734
280, 34.762
290, 34.77
300, 34.793
310, 34.812
320, 34.824
330, 34.824
340, 34.852
350, 34.852
360, 34.883
370, 34.957
380, 35
390, 34.996
400, 35.008
410, 35.023
420, 35.016
430, 35.066
440, 35.07
450, 35.062
460, 35.074
470, 35.07
480, 35.066
490, 35.074
500, 35.09
510, 35.082
520, 35.09
530, 35.098
540, 35.094
550, 35.094
560, 35.098
570, 35.109
580, 35.117
590, 35.125
600, 35.137
610, 35.141
620, 35.141
630, 35.148
640, 35.133
650, 35.133
660, 35.141
670, 35.156
680, 35.152
690, 35.164
700, 35.141
710, 35.188
720, 35.199
730, 35.211
740, 35.215
750, 35.234
760, 35.234
770, 35.25
780, 35.238
790, 35.273
800, 35.27
810, 35.293
820, 35.309
830, 35.293
840, 35.281
850, 35.309
860, 35.305
870, 35.316
880, 35.359
890, 35.441
900, 35.449
910, 35.461
920, 35.457
930, 35.488
940, 35.5
950, 35.504
960, 35.5
970, 35.523
980, 35.539
990, 35.543
1000, 35.566
1010, 35.559
1020, 35.555
1030, 35.562
1040, 35.586
1050, 35.566
1060, 35.59
1070, 35.566
1080, 35.594
1090, 35.586
1100, 35.59
1110, 35.582
1120, 35.598
1130, 35.594
1140, 35.609
1150, 35.609
1160, 35.609
1170, 35.609
1180, 35.598
1190, 35.617
1200, 35.633
1210, 35.621
1220, 35.621
1230, 35.641
1240, 35.641
1250, 35.637
1260, 35.645
1270, 35.648
1280, 35.645
1290, 35.664
1300, 35.664
1310, 35.676
1320, 35.66
1330, 35.66
1340, 35.672
1350, 35.684
1360, 35.676
1370, 35.664
1380, 35.688
1390, 35.68
1400, 35.668
1410, 35.703
1420, 35.703
1430, 35.695
1440, 35.684
1450, 35.695
1460, 35.699
1470, 35.695
1480, 35.656
1490, 35.684
1500, 35.672
1510, 35.66
1520, 35.656
1530, 35.652
1540, 35.668
1550, 35.684
1560, 35.656
1570, 35.664
1580, 35.66
1590, 35.672
1600, 35.648
1610, 35.645
1620, 35.664
1630, 35.645
1640, 35.648
1650, 35.637
1660, 35.637
1670, 35.625
1680, 35.641
1690, 35.633
1700, 35.629
1710, 35.645
1720, 35.617
1730, 35.633
1740, 35.609
1750, 35.629
1760, 35.609
1770, 35.609
1780, 35.609
1790, 35.621
1800, 35.609
1810, 35.598
1820, 35.602
1830, 35.582
1840, 35.594
1850, 35.582
1860, 35.582
1870, 35.598
1880, 35.57
1890, 35.582
1900, 35.586
1910, 35.574
1920, 35.586
1930, 35.582
1940, 35.586
1950, 35.59
1960, 35.582
1970, 35.578
1980, 35.598
1990, 35.594
2000, 35.582
2010, 35.582
2020, 35.594
2030, 35.566
2040, 35.582
2050, 35.574
2060, 35.586
2070, 35.586
2080, 35.582
2090, 35.613
2100, 35.621
2110, 35.633
2120, 35.602
2130, 35.629
2140, 35.621
2150, 35.613
2160, 35.617
2170, 35.621
2180, 35.625
2190, 35.625
2200, 35.617
2210, 35.625
2220, 35.629
2230, 35.621
2240, 35.629
2250, 35.633
2260, 35.648
2270, 35.652
2280, 35.633
2290, 35.656
2300, 35.629
2310, 35.633
2320, 35.621
2330, 35.633
2340, 35.645
2350, 35.66
2360, 35.688
2370, 35.668
2380, 35.68
2390, 35.672
2400, 35.695
2410, 35.676
2420, 35.66
2430, 35.68
2440, 35.672
2450, 35.664
2460, 35.684
2470, 35.676
2480, 35.68
2490, 35.648
2500, 35.688
2510, 35.68
2520, 35.652
2530, 35.66
2540, 35.648
2550, 35.648
2560, 35.652
2570, 35.648
2580, 35.652
2590, 35.652
2600, 35.652
2610, 35.652
2620, 35.66
2630, 35.652
2640, 35.652
2650, 35.637
2660, 35.652
2670, 35.637
2680, 35.633
2690, 35.637
2700, 35.625
2710, 35.637
2720, 35.648
2730, 35.637
2740, 35.621
2750, 35.633
2760, 35.645
2770, 35.621
2780, 35.633
2790, 35.641
2800, 35.645
2810, 35.637
2820, 35.617
2830, 35.613
2840, 35.625
2850, 35.625
2860, 35.637
2870, 35.633
2880, 35.648
2890, 35.645
2900, 35.633
2910, 35.652
2920, 35.641
2930, 35.652
2940, 35.66
2950, 35.633
2960, 35.648
2970, 35.648
2980, 35.648
2990, 35.641
3000, 35.637
3010, 35.66
3020, 35.633
3030, 35.656
3040, 35.641
3050, 35.656
3060, 35.648
3070, 35.633
3080, 35.645
3090, 35.641
3100, 35.645
3110, 35.648
3120, 35.648
3130, 35.641
3140, 35.648
3150, 35.645
3160, 35.633
3170, 35.641
3180, 35.645
3190, 35.656
3200, 35.648
3210, 35.656
3220, 35.617
3230, 35.633
3240, 35.645
3250, 35.676
3260, 35.699
3270, 35.719
3280, 35.715
3290, 35.723
3300, 35.73
3310, 35.723
3320, 35.73
3330, 35.746
3340, 35.746
3350, 35.754
3360, 35.766
3370, 35.773
3380, 35.773
3390, 35.766
3400, 35.773
3410, 35.789
3420, 35.797
3430, 35.816
3440, 35.793
3450, 35.797
3460, 35.828
3470, 35.809
3480, 35.801
3490, 35.82
3500, 35.793
3510, 35.824
3520, 35.832
3530, 35.828
3540, 35.812
3550, 35.82
3560, 35.84
3570, 35.844
3580, 35.855
3590, 35.828
3600, 35.82
3610, 35.82
3620, 35.809
3630, 35.82
3640, 35.793
3650, 35.797
3660, 35.801
3670, 35.801
3680, 35.809
3690, 35.785
3700, 35.797
3710, 35.793
3720, 35.785
3730, 35.793
3740, 35.789
3750, 35.777
3760, 35.773
3770, 35.82
