0,667
0,667
0,666
0,667
700,668
623,668
508,668
675,668
825,668
0,668
0,668
0,668
0,668
681,667
523,668
513,668
484,667
584,668
544,667
475,667
491,666
794,667
773,667
376,667
381,667
475,667
551,666
563,667
493,666
496,668
517,667
519,667
507,667
494,667
501,667
520,667
524,666
528,667
527,667
520,667
514,667
509,667
518,666
487,667
509,666
527,667
495,667
487,667
524,668
525,667
512,667
543,667
540,667
545,668
498,667
388,668
403,667
641,667
672,666
762,666
734,667
583,668
548,668
648,667
643,667
650,666
447,666
607,667
478,668
151,667
279,667
250,667
448,667
580,668
472,668
423,667
597,666
644,667
506,667
475,667
554,666
556,667
520,666
515,667
527,666
328,667
451,667
468,667
575,667
554,667
495,667
454,667
455,667
474,668
474,666
596,668
563,668
427,667
511,667
526,667
547,668
518,667
547,667
480,668
544,667
590,667
567,667
501,667
509,667
530,667
586,668
472,667
474,667
547,666
539,666
471,666
485,667
529,667
519,666
506,667
510,667
521,667
517,666
503,667
499,667
516,668
515,667
559,668
518,666
518,666
517,668
507,667
508,667
506,668
525,668
527,667
507,667
560,667
544,666
533,666
519,668
578,667
512,667
499,667
506,667
521,667
511,667
520,667
509,666
520,667
518,668
513,668
510,667
517,668
536,667
575,667
513,667
485,667
541,667
521,667
569,667
503,667
507,667
507,667
508,668
485,667
411,667
463,666
582,667
551,667
480,666
493,667
528,666
518,666
485,666
504,666
534,667
540,667
497,667
497,668
527,667
514,668
486,668
504,668
525,668
516,666
502,667
505,667
527,666
517,666
506,666
516,667
524,668
502,667
494,667
527,667
529,667
504,667
514,667
529,667
501,667
504,668
517,666
519,667
518,667
515,667
527,668
576,666
521,667
499,667
524,667
576,667
508,667
506,666
523,667
502,667
487,667
531,667
562,667
536,667
551,667
574,667
862,666
577,667
475,668
544,666
562,667
558,666
497,667
502,668
594,668
526,668
591,667
514,667
507,667
523,666
566,666
507,668
492,666
530,668
516,666
524,667
525,667
519,667
507,666
544,667
552,667
495,668
493,666
525,667
527,668
522,667
546,668
583,666
523,667
507,667
92,667
516,667
754,668
0,667
0,666
0,667
0,666
0,667
0,667
0,667
0,667
0,667
0,667
0,667
0,667
0,666
0,667
0,666
0,666
302,666
638,667
0,667
0,667
0,666
0,668
0,667
0,667
0,666
0,667
0,666
0,667
0,667
0,667
0,667
0,667
0,667
0,667
0,666
0,666
0,667
0,667
0,666
0,666
0,667
0,667
0,667
0,668
0,667
0,667
0,666
0,667
0,666
0,666
0,667
0,666
0,667
0,668
0,667
0,666
0,668
239,667
0,667
422,667
771,667
499,667
151,667
22,667
0,667
0,667
0,667
0,667
0,666
0,666
0,666
0,666
0,667
0,667
0,667
0,666
0,666
520,667
774,666
636,667
778,668
374,667
0,667
0,667
0,667
373,667
495,667
692,668
327,667
361,667
626,667
569,667
423,667
583,667
358,667
642,667
0,667
0,668
0,667
0,668
0,668
207,668
0,667
364,667
159,667
133,666
606,668
427,667
643,667
657,668
432,667
712,668
173,666
0,666
678,668
653,667
308,667
866,668
0,667
0,667
0,668
0,667
0,668
0,668
0,666
0,668
0,666
0,667
0,667
0,667
0,667
0,667
0,667
0,668
0,667
0,666
0,667
0,668
0,666
0,667
0,668
0,667
0,667
0,666
0,667
0,667
0,666
0,668
0,668
0,666
0,666
0,668
0,667
0,668
0,667
0,667
0,667
0,667
0,667
0,666
0,668
0,667
0,667
0,667
0,668
0,668
695,668
461,666
546,668
546,667
537,667
538,667
530,667
534,667
531,668
529,667
526,667
526,667
529,667
525,667
526,668
526,667
528,667
523,667
524,667
524,667
521,667
522,666
523,667
526,668
526,667
520,666
524,667
525,666
518,667
523,668
519,668
522,668
521,666
523,667
520,668
521,666
523,667
520,667
521,667
519,668
521,666
522,667
519,667
519,666
519,667
522,667
518,666
519,667
519,667
519,667
517,667
521,667
522,667
517,668
519,667
523,668
519,668
518,667
520,667
519,667
518,667
517,667
518,667
521,666
519,666
520,667
521,667
517,667
520,666
517,667
518,668
517,666
521,667
517,667
520,667
518,667
517,668
519,667
517,667
515,667
520,666
520,667
519,666
517,666
513,666
518,667
520,668
519,667
521,667
513,667
518,667
520,667
518,667
517,667
519,667
514,666
518,666
517,667
515,667
520,666
518,666
519,667
515,667
518,668
520,667
515,666
517,667
520,667
517,667
516,668
514,667
518,667
520,667
516,667
517,667
520,667
516,667
518,667
518,667
518,667
517,667
520,668
520,667
516,668
518,668
519,666
516,666
516,666
511,668
510,666
516,667
0,667
0,667
553,667
479,667
525,667
243,667
772,667
630,668
452,668
517,667
753,667
474,667
510,666
518,667
519,667
521,667
513,667
523,667
522,667
505,667
460,667
587,667
522,668
513,668
514,667
520,668
514,666
510,667
516,667
519,666
522,668
512,666
516,667
524,667
524,667
516,668
515,667
508,667
518,667
519,668
518,667
517,667
515,668
517,666
520,668
516,668
519,667
511,667
522,667
5
